iteration,tot_theta_change,win,reward,epsilon
71.0,0.6058535561487746,0.0,-7.0,0.0
72.0,0.5933672212832466,1.0,0.0,0.0
73.0,0.5947965662329951,1.0,0.0,0.0
74.0,0.599949572985512,0.0,-6.0,0.0
75.0,0.5863802386790491,1.0,1.0,0.0
76.0,0.5752228515091066,1.0,0.0,0.0
77.0,0.5653614668803334,0.0,-3.0,0.0
78.0,0.5744810844326659,0.0,-8.0,0.0
79.0,0.578527105574925,0.0,-6.0,0.0
80.0,0.58898825007851,0.0,-9.0,0.0
81.0,0.5927792109089148,0.0,-9.0,0.0
82.0,0.5934048531816369,1.0,0.0,0.0
83.0,0.5796277464570346,0.0,-2.0,0.0
84.0,0.5825950113213821,0.0,-8.0,0.0
85.0,0.5820532469256595,0.0,-9.0,0.0
86.0,0.5787856504529554,1.0,1.0,0.0
87.0,0.5698933928612835,0.0,-3.0,0.0
88.0,0.5661964884578173,0.0,-7.0,0.0
89.0,0.5676844322743745,0.0,-9.0,0.0
90.0,0.5876165753409658,0.0,-7.0,0.0
91.0,0.5860546201839543,0.0,-4.0,0.0
92.0,0.5971764460284514,0.0,-9.0,0.0
93.0,0.6090126504808672,0.0,-6.0,0.0
94.0,0.6073477727210348,1.0,0.0,0.0
95.0,0.6136909700309805,0.0,-5.0,0.0
96.0,0.6296266149310535,0.0,-9.0,0.0
97.0,0.6322096206070615,0.0,-9.0,0.0
98.0,0.6321660886076527,0.0,-3.0,0.0
99.0,0.6380571885196205,0.0,-7.0,0.0
100.0,0.6367750325643703,0.0,-3.0,0.0
101.0,0.6333774692722876,0.0,-6.0,0.0
102.0,0.6346504283627579,0.0,-7.0,0.0
103.0,0.6328762649473404,0.0,-5.0,0.0
104.0,0.6356220046495233,0.0,-9.0,0.0
105.0,0.6406045438930762,0.0,-8.0,0.0
106.0,0.6536768254186324,0.0,-8.0,0.0
107.0,0.6481230942382813,0.0,-7.0,0.0
108.0,0.6503501632717211,0.0,-9.0,0.0
109.0,0.652447217789115,0.0,-8.0,0.0
110.0,0.6509031709389335,0.0,-6.0,0.0
111.0,0.6620518374815688,0.0,-8.0,0.0
112.0,0.6686308644838945,0.0,-9.0,0.0
113.0,0.6870551932304868,0.0,-9.0,0.0
114.0,0.7021263439323367,0.0,-8.0,0.0
115.0,0.6965825443804897,0.0,-7.0,0.0
116.0,0.6919431200114642,0.0,-8.0,0.0
117.0,0.6768108383266775,0.0,-1.0,0.0
118.0,0.6773604405831615,0.0,-8.0,0.0
119.0,0.6818096612981607,0.0,-8.0,0.0
120.0,0.6760288894765397,1.0,0.0,0.0
121.0,0.667641055837058,0.0,-5.0,0.0
122.0,0.673671935748885,0.0,-8.0,0.0
123.0,0.6737507880246938,0.0,-2.0,0.0
124.0,0.6796374086291698,0.0,-9.0,0.0
125.0,0.683732854581026,0.0,-6.0,0.0
126.0,0.6806134367178843,0.0,-8.0,0.0
127.0,0.6883772726807338,0.0,-6.0,0.0
128.0,0.6928809591064043,0.0,-9.0,0.0
129.0,0.6967949473518664,0.0,-6.0,0.0
130.0,0.6961912548778174,0.0,-6.0,0.0
131.0,0.7093603438349126,0.0,-9.0,0.0
132.0,0.7006848706333073,0.0,-1.0,0.0
133.0,0.7003989163411748,0.0,-5.0,0.0
134.0,0.684911707066022,0.0,-2.0,0.0
135.0,0.6915687194953523,0.0,-8.0,0.0
136.0,0.6885984221238215,0.0,-7.0,0.0
137.0,0.6900808743220175,0.0,-7.0,0.0
138.0,0.6896690647981011,0.0,-4.0,0.0
139.0,0.6914451511769543,1.0,1.0,0.0
140.0,0.681199149754491,0.0,-1.0,0.0
141.0,0.6830198712776657,0.0,-8.0,0.0
142.0,0.6833852708112926,0.0,-4.0,0.0
143.0,0.6869235681532619,0.0,-7.0,0.0
144.0,0.6900684471706561,0.0,-4.0,0.0
145.0,0.6818376539575076,0.0,-2.0,0.0
146.0,0.6953268215366956,0.0,-9.0,0.0
147.0,0.6871720307795934,1.0,0.0,0.0
148.0,0.6998502525887885,0.0,-8.0,0.0
149.0,0.6814939658512649,1.0,1.0,0.0
150.0,0.672220067659571,0.0,-1.0,0.0
151.0,0.6668762944932481,1.0,0.0,0.0
152.0,0.6746291883573726,0.0,-4.0,0.0
153.0,0.6909100677641178,0.0,-9.0,0.0
154.0,0.689555720482569,0.0,-2.0,0.0
155.0,0.6886118536370573,0.0,-8.0,0.0
156.0,0.6966958185629659,0.0,-8.0,0.0
157.0,0.7077573092479161,0.0,-9.0,0.0
158.0,0.7083592967628741,0.0,-6.0,0.0
159.0,0.708681821099405,1.0,0.0,0.0
160.0,0.7222792703076706,0.0,-9.0,0.0
161.0,0.7284652909636407,0.0,-8.0,0.0
162.0,0.726431134830475,0.0,-5.0,0.0
163.0,0.7358339201198502,0.0,-8.0,0.0
164.0,0.7380224011532025,0.0,-8.0,0.0
165.0,0.727936851584666,0.0,-8.0,0.0
166.0,0.7272100517005754,0.0,-7.0,0.0
167.0,0.7259318708861365,0.0,-7.0,0.0
168.0,0.701982334511251,1.0,1.0,0.0
169.0,0.6861103445339739,0.0,-1.0,0.0
170.0,0.6837213594789681,0.0,-6.0,0.0
171.0,0.6703782860579006,1.0,0.0,0.0
172.0,0.6657513812880318,1.0,0.0,0.0
173.0,0.6677006310082044,0.0,-9.0,0.0
174.0,0.6744458385770442,0.0,-8.0,0.0
175.0,0.6739547751736146,0.0,-9.0,0.0
176.0,0.6733519718874776,1.0,0.0,0.0
177.0,0.6707005694201285,0.0,-3.0,0.0
178.0,0.6691288074300032,0.0,-9.0,0.0
179.0,0.6603022895267263,1.0,0.0,0.0
180.0,0.6642617254993,0.0,-6.0,0.0
181.0,0.6692058147957248,0.0,-3.0,0.0
182.0,0.6697469621656317,0.0,-2.0,0.0
183.0,0.6771458149663032,0.0,-3.0,0.0
184.0,0.6928498836733198,0.0,-6.0,0.0
185.0,0.6993183945917443,0.0,-6.0,0.0
186.0,0.7047235173040733,0.0,-7.0,0.0
187.0,0.7176414383338456,0.0,-7.0,0.0
188.0,0.7322436742109397,0.0,-8.0,0.0
189.0,0.7325205192290267,0.0,-5.0,0.0
190.0,0.7442100329454282,0.0,-7.0,0.0
191.0,0.7515496416338845,0.0,-9.0,0.0
192.0,0.7672018447595806,0.0,-8.0,0.0
193.0,0.7709129969621787,0.0,-8.0,0.0
194.0,0.7825243268539326,0.0,-9.0,0.0
195.0,0.7846207624170637,0.0,-8.0,0.0
196.0,0.7855065792399029,1.0,0.0,0.0
197.0,0.7948679756516616,0.0,-9.0,0.0
198.0,0.7966513346600543,0.0,-5.0,0.0
199.0,0.8013209888583883,0.0,-8.0,0.0
200.0,0.7927737961215644,0.0,-6.0,0.0
201.0,0.7850363542941854,0.0,-7.0,0.0
202.0,0.7848830900821765,0.0,-8.0,0.0
203.0,0.7872510990358227,0.0,-7.0,0.0
204.0,0.78982603185321,0.0,-9.0,0.0
205.0,0.7741507637598384,1.0,1.0,0.0
206.0,0.7832649727660145,0.0,-7.0,0.0
207.0,0.7778757200046025,1.0,0.0,0.0
208.0,0.7848133389854449,0.0,-8.0,0.0
209.0,0.7939018902319366,0.0,-9.0,0.0
210.0,0.7891425888848045,0.0,-6.0,0.0
211.0,0.799010846738416,0.0,-7.0,0.0
212.0,0.7774141470354939,0.0,-3.0,0.0
213.0,0.7765952496499464,0.0,-5.0,0.0
214.0,0.772856709707091,0.0,-2.0,0.0
215.0,0.7650875278917073,0.0,-5.0,0.0
216.0,0.7645808360867385,0.0,-6.0,0.0
217.0,0.7682034858325587,0.0,-7.0,0.0
218.0,0.7511195405072773,0.0,-3.0,0.0
219.0,0.7405556108102613,1.0,1.0,0.0
220.0,0.7594246899690076,0.0,-9.0,0.0
221.0,0.7668454546910238,0.0,-8.0,0.0
222.0,0.7711179434351676,0.0,-9.0,0.0
223.0,0.7612046227432424,0.0,-6.0,0.0
224.0,0.7716822339539225,0.0,-7.0,0.0
225.0,0.7502232487451704,1.0,0.0,0.0
226.0,0.7306996187410918,1.0,0.0,0.0
227.0,0.7292097752679465,0.0,-5.0,0.0
228.0,0.7394102365492439,0.0,-8.0,0.0
229.0,0.7404008199478129,0.0,-8.0,0.0
230.0,0.7504590807244998,0.0,-7.0,0.0
231.0,0.7570476842332756,0.0,-6.0,0.0
232.0,0.7591190559471201,1.0,0.0,0.0
233.0,0.7496280761891038,0.0,-6.0,0.0
234.0,0.7450246366892698,1.0,0.0,0.0
235.0,0.7611327591299127,0.0,-9.0,0.0
236.0,0.762320294524388,0.0,-4.0,0.0
237.0,0.760401248334268,0.0,-8.0,0.0
238.0,0.7651553101872157,0.0,-9.0,0.0
239.0,0.7607257551999136,0.0,-6.0,0.0
240.0,0.7643432375565644,0.0,-2.0,0.0
241.0,0.7499969461724559,0.0,-3.0,0.0
242.0,0.7485367654071036,0.0,-5.0,0.0
243.0,0.7414498038641139,0.0,-5.0,0.0
244.0,0.737980776420164,0.0,-4.0,0.0
245.0,0.7328312790623265,1.0,0.0,0.0
246.0,0.7397853183329209,0.0,-6.0,0.0
247.0,0.7433284552601044,0.0,-7.0,0.0
248.0,0.7511775287523368,0.0,-7.0,0.0
249.0,0.7408909467211465,1.0,0.0,0.0
250.0,0.731447898976478,0.0,-1.0,0.0
251.0,0.7192936254684374,0.0,-1.0,0.0
252.0,0.7261697954243962,0.0,-8.0,0.0
253.0,0.742179550556861,0.0,-9.0,0.0
254.0,0.7424848766105572,0.0,-7.0,0.0
255.0,0.7616432802869184,0.0,-9.0,0.0
256.0,0.759786301859981,1.0,1.0,0.0
257.0,0.7461630443527862,0.0,-5.0,0.0
258.0,0.7497435441527386,0.0,-8.0,0.0
259.0,0.7479318392205571,0.0,-3.0,0.0
260.0,0.742109925807026,0.0,-4.0,0.0
261.0,0.7444776325900254,0.0,-6.0,0.0
262.0,0.7457001769986193,0.0,-3.0,0.0
263.0,0.7430534386080934,0.0,-4.0,0.0
264.0,0.7611031876231338,0.0,-9.0,0.0
265.0,0.7557882628801627,0.0,-7.0,0.0
266.0,0.7434015076893887,1.0,0.0,0.0
267.0,0.7391061353335716,0.0,-7.0,0.0
268.0,0.7518671535285442,0.0,-4.0,0.0
269.0,0.7471487340651514,0.0,-6.0,0.0
270.0,0.7551065596262134,0.0,-7.0,0.0
271.0,0.7536360495096351,0.0,-6.0,0.0
272.0,0.7527591693164186,0.0,-7.0,0.0
273.0,0.742546125465131,0.0,-5.0,0.0
274.0,0.7426017994950717,0.0,-8.0,0.0
275.0,0.7422257545103049,0.0,-5.0,0.0
276.0,0.743507600964631,0.0,-8.0,0.0
277.0,0.749048193409218,0.0,-8.0,0.0
278.0,0.750646178520731,0.0,-7.0,0.0
279.0,0.7581013317156927,0.0,-8.0,0.0
280.0,0.7591107747470057,0.0,-9.0,0.0
281.0,0.7579758555216002,0.0,-4.0,0.0
282.0,0.7509879245522422,0.0,-4.0,0.0
283.0,0.7393325467433443,0.0,-2.0,0.0
284.0,0.7318884331283322,1.0,0.0,0.0
285.0,0.7360779919572574,0.0,-8.0,0.0
286.0,0.7244088429887425,1.0,0.0,0.0
287.0,0.7321130648371911,0.0,-6.0,0.0
288.0,0.7448452696646727,0.0,-8.0,0.0
289.0,0.7565486925955628,0.0,-9.0,0.0
290.0,0.767532221752681,0.0,-9.0,0.0
291.0,0.7596927251969121,1.0,0.0,0.0
292.0,0.7700244509188497,0.0,-7.0,0.0
293.0,0.7504443081218338,1.0,0.0,0.0
294.0,0.7571325118714781,0.0,-6.0,0.0
295.0,0.7592384254852105,0.0,-4.0,0.0
296.0,0.7617992575088517,0.0,-1.0,0.0
297.0,0.7718104930556409,0.0,-7.0,0.0
298.0,0.7772322578873216,0.0,-6.0,0.0
299.0,0.7722620610576912,0.0,-3.0,0.0
300.0,0.7781367144415693,0.0,-9.0,0.0
301.0,0.774054573420254,1.0,0.0,0.0
302.0,0.7849760405628022,0.0,-7.0,0.0
303.0,0.7954486547203042,0.0,-9.0,0.0
304.0,0.7875168816289424,1.0,0.0,0.0
305.0,0.7925524740519893,0.0,-8.0,0.0
306.0,0.8051132794359022,0.0,-9.0,0.0
307.0,0.8019283624673683,0.0,-8.0,0.0
308.0,0.8012286782270778,0.0,-7.0,0.0
309.0,0.7956327316077779,0.0,-5.0,0.0
310.0,0.8022467920528141,0.0,-7.0,0.0
311.0,0.8044685221545588,0.0,-8.0,0.0
312.0,0.8032365636626808,0.0,-8.0,0.0
313.0,0.7953838155832316,1.0,0.0,0.0
314.0,0.7981798555597172,0.0,-6.0,0.0
315.0,0.7985107332682962,0.0,-8.0,0.0
316.0,0.7771468325564141,1.0,0.0,0.0
317.0,0.7892359310785233,0.0,-9.0,0.0
318.0,0.7926621024377565,0.0,-7.0,0.0
319.0,0.7878846377523385,0.0,-7.0,0.0
320.0,0.7810111093683735,1.0,0.0,0.0
321.0,0.78759721093938,0.0,-8.0,0.0
322.0,0.78650017304366,0.0,-8.0,0.0
323.0,0.7845247683118763,0.0,-8.0,0.0
324.0,0.7913398879790358,0.0,-9.0,0.0
325.0,0.7864180302593576,0.0,-7.0,0.0
326.0,0.7880657444276808,0.0,-7.0,0.0
327.0,0.794142205813539,0.0,-9.0,0.0
328.0,0.7979880503433315,0.0,-7.0,0.0
329.0,0.8014664492400522,0.0,-9.0,0.0
330.0,0.7914760741710738,1.0,0.0,0.0
331.0,0.7981651163198489,0.0,-8.0,0.0
332.0,0.7986838832304297,0.0,-7.0,0.0
333.0,0.7967347569399754,0.0,-7.0,0.0
334.0,0.7858769910520762,0.0,-2.0,0.0
335.0,0.7894114242794695,0.0,-9.0,0.0
336.0,0.7865721323047019,0.0,-7.0,0.0
337.0,0.790323969583792,0.0,-9.0,0.0
338.0,0.785926576233914,0.0,-1.0,0.0
339.0,0.7863976543478928,0.0,-7.0,0.0
340.0,0.7785429400795756,1.0,0.0,0.0
341.0,0.789168466249808,0.0,-9.0,0.0
342.0,0.7954350605675353,0.0,-9.0,0.0
343.0,0.7939111385739115,0.0,-7.0,0.0
344.0,0.7941224589709831,0.0,-2.0,0.0
345.0,0.782203652872258,0.0,-2.0,0.0
346.0,0.7632406501318748,1.0,0.0,0.0
347.0,0.767174612620578,0.0,-7.0,0.0
348.0,0.7705731676613974,0.0,-8.0,0.0
349.0,0.7824315353021949,0.0,-8.0,0.0
350.0,0.7733829421992295,1.0,0.0,0.0
351.0,0.7830768922604157,0.0,-9.0,0.0
352.0,0.7671979512068204,1.0,0.0,0.0
353.0,0.7715029826934136,0.0,-6.0,0.0
354.0,0.7745670148077172,0.0,-6.0,0.0
355.0,0.7781580730014886,0.0,-1.0,0.0
356.0,0.7835248916287216,0.0,-7.0,0.0
357.0,0.7852283798928359,0.0,-7.0,0.0
358.0,0.7890098888829552,1.0,0.0,0.0
359.0,0.7992178358327684,0.0,-9.0,0.0
360.0,0.7962582826776725,1.0,0.0,0.0
361.0,0.7994790949913295,0.0,-9.0,0.0
362.0,0.7971039825471444,1.0,0.0,0.0
363.0,0.7956047252446194,0.0,-3.0,0.0
364.0,0.7920667520044709,0.0,-5.0,0.0
365.0,0.7884297354384272,1.0,0.0,0.0
366.0,0.7830129816283631,1.0,0.0,0.0
367.0,0.7762180249917449,0.0,-1.0,0.0
368.0,0.7806992699019872,0.0,-8.0,0.0
369.0,0.7798157300024987,0.0,-7.0,0.0
370.0,0.7781384517331289,0.0,-5.0,0.0
371.0,0.7839038081022961,0.0,-8.0,0.0
372.0,0.7904268629292451,0.0,-7.0,0.0
373.0,0.7829226395653256,1.0,0.0,0.0
374.0,0.7956799869978965,0.0,-9.0,0.0
375.0,0.7965820457068342,0.0,-8.0,0.0
376.0,0.7930909766884687,0.0,-4.0,0.0
377.0,0.8009297867501686,0.0,-8.0,0.0
378.0,0.792202454349423,1.0,0.0,0.0
379.0,0.7881632951482036,0.0,-4.0,0.0
380.0,0.7712291858198093,1.0,0.0,0.0
381.0,0.7752703471996075,0.0,-9.0,0.0
382.0,0.7734186041326893,0.0,-3.0,0.0
383.0,0.7762432964066229,0.0,-7.0,0.0
384.0,0.7694833083157112,0.0,-3.0,0.0
385.0,0.7700981934235431,0.0,-7.0,0.0
386.0,0.7866969598005102,0.0,-9.0,0.0
387.0,0.7956206801321924,0.0,-6.0,0.0
388.0,0.8042948617834331,0.0,-7.0,0.0
389.0,0.8124444553340073,0.0,-8.0,0.0
390.0,0.8157947094098046,0.0,-7.0,0.0
391.0,0.7974990538263713,1.0,0.0,0.0
392.0,0.8015429867719737,0.0,-9.0,0.0
393.0,0.807831208557356,0.0,-6.0,0.0
394.0,0.7991122140678243,0.0,-4.0,0.0
395.0,0.7993133985140884,0.0,-5.0,0.0
396.0,0.8069592482171569,0.0,-7.0,0.0
397.0,0.7979329754566624,1.0,0.0,0.0
398.0,0.7970880597144842,0.0,-8.0,0.0
399.0,0.7992305689466381,0.0,-6.0,0.0
400.0,0.8013779369815024,1.0,0.0,0.0
401.0,0.788775886526282,1.0,0.0,0.0
402.0,0.7985000043787043,0.0,-9.0,0.0
403.0,0.8023762182095538,0.0,-5.0,0.0
404.0,0.8101777038586172,0.0,-8.0,0.0
405.0,0.7948961045204732,1.0,1.0,0.0
406.0,0.801033842545274,0.0,-9.0,0.0
407.0,0.805772595684568,0.0,-9.0,0.0
408.0,0.8160452851565286,0.0,-8.0,0.0
409.0,0.8192612383555848,0.0,-8.0,0.0
410.0,0.8142391839695843,0.0,-8.0,0.0
411.0,0.814776217028998,0.0,-5.0,0.0
412.0,0.821514242939994,0.0,-8.0,0.0
413.0,0.8161783331935644,1.0,0.0,0.0
414.0,0.8309327590945441,0.0,-9.0,0.0
415.0,0.8393699382767004,0.0,-7.0,0.0
416.0,0.8455509768716352,0.0,-8.0,0.0
417.0,0.8585217729441235,0.0,-8.0,0.0
418.0,0.862244233217903,0.0,-7.0,0.0
419.0,0.8634068683517593,0.0,-6.0,0.0
420.0,0.8696803898534023,0.0,-9.0,0.0
421.0,0.8679128414313567,0.0,-6.0,0.0
422.0,0.8831010960770153,0.0,-9.0,0.0
423.0,0.8784219802698127,0.0,-2.0,0.0
424.0,0.8775453742769366,0.0,-9.0,0.0
425.0,0.8854667137639848,0.0,-8.0,0.0
426.0,0.8841594916196805,0.0,-2.0,0.0
427.0,0.8815055217877771,0.0,-7.0,0.0
428.0,0.8818934299056358,0.0,-8.0,0.0
429.0,0.8625581632010961,0.0,-7.0,0.0
430.0,0.8706394383640661,0.0,-8.0,0.0
431.0,0.8766904072576589,0.0,-8.0,0.0
432.0,0.8712116586874054,0.0,-7.0,0.0
433.0,0.8671731858754059,0.0,-5.0,0.0
434.0,0.8634526263271525,0.0,-8.0,0.0
435.0,0.861048550809155,0.0,-8.0,0.0
436.0,0.8608036642044488,0.0,-3.0,0.0
437.0,0.8441515486013367,0.0,-7.0,0.0
438.0,0.8462414825351365,0.0,-6.0,0.0
439.0,0.8360093646078933,0.0,-4.0,0.0
440.0,0.8227974870960001,1.0,0.0,0.0
441.0,0.8119026865176056,1.0,0.0,0.0
442.0,0.8097788043019118,0.0,-4.0,0.0
443.0,0.8247428112752035,0.0,-9.0,0.0
444.0,0.8307081107051357,0.0,-8.0,0.0
445.0,0.8340568990545696,0.0,-7.0,0.0
446.0,0.8286809221525533,1.0,0.0,0.0
447.0,0.8369357480979945,0.0,-8.0,0.0
448.0,0.8272445321777473,1.0,0.0,0.0
449.0,0.8145032398553723,0.0,-1.0,0.0
450.0,0.8301138355267403,0.0,-8.0,0.0
451.0,0.8361693828418361,0.0,-8.0,0.0
452.0,0.8412511559583722,0.0,-8.0,0.0
453.0,0.8473088144630545,0.0,-8.0,0.0
454.0,0.8412729709169657,1.0,1.0,0.0
455.0,0.8407716397796681,0.0,-6.0,0.0
456.0,0.8514555829401731,0.0,-8.0,0.0
457.0,0.8458003507248554,0.0,-7.0,0.0
458.0,0.8427744995387105,0.0,-6.0,0.0
459.0,0.838503387334453,0.0,-3.0,0.0
460.0,0.8337909208535588,0.0,-3.0,0.0
461.0,0.839821378267105,0.0,-5.0,0.0
462.0,0.8459593884202095,0.0,-7.0,0.0
463.0,0.8417111675836076,1.0,0.0,0.0
464.0,0.8482001800208749,0.0,-8.0,0.0
465.0,0.8504356527840464,0.0,-8.0,0.0
466.0,0.8483534208645109,1.0,0.0,0.0
467.0,0.8305462806803665,1.0,0.0,0.0
468.0,0.8363017504639749,0.0,-7.0,0.0
469.0,0.8433867805328867,0.0,-8.0,0.0
470.0,0.8437031005809696,0.0,-9.0,0.0
471.0,0.8545898169400656,0.0,-8.0,0.0
472.0,0.8601251737367028,0.0,-8.0,0.0
473.0,0.8529692261605635,1.0,0.0,0.0
474.0,0.8566190235459382,0.0,-8.0,0.0
475.0,0.8624668918585674,0.0,-8.0,0.0
476.0,0.8529417351564893,1.0,0.0,0.0
477.0,0.8525945304377209,0.0,-6.0,0.0
478.0,0.8559945431931989,0.0,-9.0,0.0
479.0,0.8554395942380121,1.0,0.0,0.0
480.0,0.8391640242729571,1.0,0.0,0.0
481.0,0.8415509098257105,0.0,-9.0,0.0
482.0,0.8418509778537128,0.0,-9.0,0.0
483.0,0.8430373404054239,0.0,-7.0,0.0
484.0,0.8355439945064265,1.0,0.0,0.0
485.0,0.8400344065816688,0.0,-9.0,0.0
486.0,0.832101776951962,1.0,0.0,0.0
487.0,0.8298354578007082,0.0,-8.0,0.0
488.0,0.8372476171455218,0.0,-8.0,0.0
489.0,0.8376234447703163,0.0,-8.0,0.0
490.0,0.8323428751768753,0.0,-4.0,0.0
491.0,0.8338460514403545,1.0,1.0,0.0
492.0,0.8332023199406355,1.0,0.0,0.0
493.0,0.8279884546454606,1.0,1.0,0.0
494.0,0.8297382171825455,0.0,-8.0,0.0
495.0,0.8204011444875559,1.0,0.0,0.0
496.0,0.8284933599941416,0.0,-7.0,0.0
497.0,0.8262936820329825,0.0,-6.0,0.0
498.0,0.828882120077942,0.0,-9.0,0.0
499.0,0.8391780175282266,0.0,-9.0,0.0
500.0,0.8299506061197802,0.0,-7.0,0.0
501.0,0.8360860878026838,0.0,-8.0,0.0
502.0,0.8364131900576989,0.0,-6.0,0.0
503.0,0.8416695246540724,0.0,-7.0,0.0
504.0,0.8339117620752226,0.0,-4.0,0.0
505.0,0.8371973035794165,0.0,-8.0,0.0
506.0,0.8386872607154889,0.0,-3.0,0.0
507.0,0.8365834930417372,0.0,-6.0,0.0
508.0,0.8355177027235062,0.0,-6.0,0.0
509.0,0.8291591257854877,0.0,-8.0,0.0
510.0,0.822893344095765,0.0,-1.0,0.0
511.0,0.8356189464207245,0.0,-9.0,0.0
512.0,0.8358532341676645,0.0,-6.0,0.0
513.0,0.8277459097121949,1.0,0.0,0.0
514.0,0.8208696147337254,1.0,0.0,0.0
515.0,0.8279147400111972,0.0,-7.0,0.0
516.0,0.8267740726027977,0.0,-7.0,0.0
517.0,0.8262688403286507,1.0,0.0,0.0
518.0,0.8158730103106933,1.0,0.0,0.0
519.0,0.8182949871737457,0.0,-3.0,0.0
520.0,0.8159389504780157,1.0,0.0,0.0
521.0,0.8195335390683642,0.0,-2.0,0.0
522.0,0.8238863908990147,0.0,-7.0,0.0
523.0,0.8261596804245201,0.0,-9.0,0.0
524.0,0.8311062936047541,0.0,-6.0,0.0
525.0,0.8280402290119735,0.0,-1.0,0.0
526.0,0.8226159130324339,1.0,0.0,0.0
527.0,0.8213103332541222,1.0,0.0,0.0
528.0,0.8348005797108029,0.0,-8.0,0.0
529.0,0.840879612580709,0.0,-9.0,0.0
530.0,0.8374780404276353,1.0,0.0,0.0
531.0,0.8371928801961162,0.0,-7.0,0.0
532.0,0.8480718212461673,0.0,-9.0,0.0
533.0,0.8475989290392615,0.0,-5.0,0.0
534.0,0.8481927627068027,0.0,-8.0,0.0
535.0,0.8543085568581923,0.0,-8.0,0.0
536.0,0.8574375603558068,0.0,-7.0,0.0
537.0,0.8506629930680363,0.0,-2.0,0.0
538.0,0.8452042860262542,1.0,0.0,0.0
539.0,0.8400614074534114,1.0,0.0,0.0
540.0,0.8372498756200126,0.0,-4.0,0.0
541.0,0.8378063622801609,0.0,-6.0,0.0
542.0,0.8425168450072175,0.0,-7.0,0.0
