0 4 3 6 11 9 12 2 6 4 5 11 9 8 3 10 0 5 8 10 5 3 2 1 5 2 3 4 2 1 5 4 1 5 4 0 3 4 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11 22 0 4 3 6 11 9 12 2 6 4 5 11 9 8 3 10 0 5 8 10 5 3 2 1 5 2 3 4 2 1 5 4 1 5 4 0 3 4 3 10 -1 7 14 13 16 0 23 21 -1 14 11 25 10 2 41 28 46 0 4 3 6 11 9 12 2 6 4 5 11 9 8 3 10 0 5 8 10 5 3 2 1 5 2 3 4 2 1 5 4 1 5 4 0 3 4 3 10 27 7 14 13 16 0 23 21 45 14 11 25 10 2 41 0
2 4 3 6 11 9 12 2 6 4 5 11 9 8 3 10 0 5 8 10 5 3 2 1 5 2 3 4 2 1 5 4 1 5 4 0 3 4 3 -1 -1 -1 -1 0 -1 10 -1 -1 -1 -1 -1 2 -1 21 -1 8 15 2 4 3 6 11 9 12 2 6 4 5 11 9 8 3 10 0 5 8 10 5 3 2 1 5 2 3 4 2 1 5 4 1 5 4 0 3 4 3 7 -1 13 16 0 -1 10 -1 14 -1 25 10 2 -1 21 -1 15 12 2 4 3 6 11 9 12 2 6 4 5 11 9 8 3 10 0 5 8 10 5 3 2 1 5 2 3 4 2 1 5 4 1 5 4 0 3 4 3 7 14 13 16 0 -1 10 -1 14 11 25 10 2 -1 21 -1 -4
3 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 -1 -1 20 -1 7 -1 14 -1 -1 -1 34 -1 14 -1 11 -1 12 23 3 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 11 -1 20 -1 7 -1 14 -1 22 -1 34 -1 14 -1 11 -1 13 21 3 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 11 12 20 -1 7 -1 14 -1 22 20 34 -1 14 -1 11 -1 0
2 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 -1 -1 7 -1 14 -1 -1 -1 -1 -1 14 -1 11 -1 -1 -1 21 35 2 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 20 -1 7 -1 14 -1 11 12 34 -1 14 -1 11 -1 22 20 17 11 2 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 20 16 7 -1 14 -1 11 12 34 10 14 -1 11 -1 22 20 -5
0 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 8 15 0 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 7 -1 14 23 11 12 20 16 14 -1 11 35 22 20 34 10 39 58 0 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 7 38 14 23 11 12 20 16 14 57 11 35 22 20 34 10 -2
1 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 -1 -1 -1 -1 -1 -1 7 -1 -1 -1 -1 -1 -1 -1 14 -1 15 12 1 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 14 -1 11 12 20 16 7 -1 11 -1 22 20 34 10 14 -1 24 36 1 2 4 4 6 10 8 0 9 8 11 5 12 5 6 3 3 9 11 10 1 5 5 5 3 5 0 4 3 2 4 3 2 4 2 3 4 1 1 14 23 11 12 20 16 7 -1 11 35 22 20 34 10 14 -1 -8
0 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 12 23 0 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 11 -1 12 19 8 15 5 17 22 -1 20 34 16 24 9 29 35 26 0 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 11 34 12 19 8 15 5 17 22 25 20 34 16 24 9 29 -4
1 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 -1 -1 -1 -1 -1 -1 11 -1 -1 -1 -1 -1 -1 -1 22 -1 13 21 1 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 12 -1 8 15 5 17 11 -1 20 -1 16 24 9 29 22 -1 20 35 1 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 12 19 8 15 5 17 11 -1 20 34 16 24 9 29 22 -1 -4
3 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 -1 -1 5 -1 11 -1 12 -1 -1 -1 9 -1 22 -1 20 -1 9 17 3 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 8 -1 5 -1 11 -1 12 -1 16 -1 9 -1 22 -1 20 -1 16 25 3 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 8 15 5 -1 11 -1 12 -1 16 24 9 -1 22 -1 20 -1 0
2 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 -1 -1 11 -1 12 -1 -1 -1 -1 -1 22 -1 20 -1 -1 -1 6 10 2 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 5 -1 11 -1 12 -1 8 15 9 -1 22 -1 20 -1 16 24 18 30 2 5 11 8 10 4 12 3 4 9 5 9 8 0 6 11 10 3 2 6 2 2 2 3 5 3 1 4 1 5 5 4 0 4 5 3 4 3 1 5 17 11 -1 12 -1 8 15 9 29 22 -1 20 -1 16 24 -2
1 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 -1 -1 4 -1 -1 -1 -1 -1 -1 -1 10 -1 -1 -1 -1 -1 19 28 1 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 18 -1 4 -1 0 22 20 10 27 -1 10 -1 2 40 34 19 49 42 1 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 18 48 4 -1 0 22 20 10 27 41 10 -1 2 40 34 19 -6
0 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 5 11 0 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 4 -1 0 22 20 10 18 48 10 -1 2 40 34 19 27 41 9 15 0 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 4 8 0 22 20 10 18 48 10 14 2 40 34 19 27 41 -4
3 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 -1 -1 20 -1 18 -1 4 -1 -1 -1 34 -1 27 -1 10 -1 1 3 3 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 0 -1 20 -1 18 -1 4 -1 2 -1 34 -1 27 -1 10 -1 23 41 3 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 0 22 20 -1 18 -1 4 -1 2 40 34 -1 27 -1 10 -1 -5
2 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 -1 -1 18 -1 4 -1 -1 -1 -1 -1 27 -1 10 -1 -1 -1 21 35 2 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 20 -1 18 -1 4 -1 0 22 34 -1 27 -1 10 -1 2 40 11 20 2 9 0 8 12 11 6 9 3 3 10 11 2 8 5 4 4 10 6 5 1 0 3 5 2 4 4 2 3 5 2 4 5 1 3 1 3 4 5 20 10 18 -1 4 -1 0 22 34 19 27 -1 10 -1 2 40 0
1 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 -1 -1 -1 -1 -1 -1 10 -1 -1 -1 -1 -1 -1 -1 21 -1 22 37 1 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 21 -1 15 6 3 0 10 -1 36 -1 26 13 5 1 21 -1 9 17 1 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 21 8 15 6 3 0 10 -1 36 16 26 13 5 1 21 -1 -7
3 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 -1 -1 3 -1 10 -1 21 -1 -1 -1 5 -1 21 -1 36 -1 16 27 3 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 15 -1 3 -1 10 -1 21 -1 26 -1 5 -1 21 -1 36 -1 7 14 3 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 15 6 3 -1 10 -1 21 -1 26 13 5 -1 21 -1 36 -1 -4
2 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 -1 -1 10 -1 21 -1 -1 -1 -1 -1 21 -1 36 -1 -1 -1 4 6 2 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 3 -1 10 -1 21 -1 15 6 5 -1 21 -1 36 -1 26 13 1 2 2 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 3 0 10 -1 21 -1 15 6 5 1 21 -1 36 -1 26 13 -5
0 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 11 22 0 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 10 -1 21 8 15 6 3 0 21 -1 36 16 26 13 5 1 23 41 0 8 3 4 10 12 10 11 11 5 6 5 8 3 0 6 4 2 9 9 5 2 5 4 5 2 1 4 3 2 3 3 1 0 5 3 4 4 1 10 22 21 8 15 6 3 0 21 40 36 16 26 13 5 1 0
3 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 -1 -1 3 -1 21 -1 12 -1 -1 -1 8 -1 30 -1 2 -1 8 15 3 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 7 -1 3 -1 21 -1 12 -1 14 -1 8 -1 30 -1 2 -1 23 19 3 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 7 22 3 -1 21 -1 12 -1 14 18 8 -1 30 -1 2 -1 0
2 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 -1 -1 21 -1 12 -1 -1 -1 -1 -1 30 -1 2 -1 -1 -1 4 9 2 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 3 -1 21 -1 12 -1 7 22 8 -1 30 -1 2 -1 14 18 19 32 2 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 3 18 21 -1 12 -1 7 22 8 31 30 -1 2 -1 14 18 -3
0 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 22 31 0 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 21 -1 12 15 7 22 3 18 30 -1 2 26 14 18 8 31 35 26 0 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 21 34 12 15 7 22 3 18 30 25 2 26 14 18 8 31 -3
1 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 -1 -1 -1 -1 -1 -1 21 -1 -1 -1 -1 -1 -1 -1 30 -1 13 3 1 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 12 -1 7 22 3 18 21 -1 2 -1 14 18 8 31 30 -1 16 27 1 12 3 4 10 11 6 9 6 10 2 8 3 8 11 4 5 0 5 9 1 5 4 5 4 5 3 3 2 4 2 3 5 2 4 1 0 1 3 12 15 7 22 3 18 21 -1 2 26 14 18 8 31 30 -1 -3
2 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 -1 -1 5 -1 -1 -1 18 -1 -1 -1 11 -1 -1 -1 33 -1 8 16 2 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 7 -1 5 -1 1 19 18 -1 15 -1 11 -1 4 35 33 -1 22 39 2 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 7 21 5 -1 1 19 18 -1 15 38 11 -1 4 35 33 -1 -1
1 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 -1 -1 -1 -1 18 -1 -1 -1 -1 -1 -1 -1 33 -1 -1 -1 6 12 1 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 5 -1 1 19 18 -1 7 21 11 -1 4 35 33 -1 15 38 16 25 1 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 5 15 1 19 18 -1 7 21 11 24 4 35 33 -1 15 38 0
3 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 -1 -1 18 -1 7 -1 5 -1 -1 -1 33 -1 15 -1 11 -1 2 5 3 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 1 -1 18 -1 7 -1 5 -1 4 -1 33 -1 15 -1 11 -1 20 36 3 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 1 19 18 -1 7 -1 5 -1 4 35 33 -1 15 -1 11 -1 -7
0 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 19 34 0 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 18 -1 7 21 5 15 1 19 33 -1 15 38 11 24 4 35 11 21 0 8 3 2 10 10 3 12 6 4 9 11 0 6 9 8 5 5 4 11 3 1 2 2 5 3 5 4 2 1 5 0 1 3 5 3 4 4 4 18 10 7 21 5 15 1 19 33 20 15 38 11 24 4 35 -1
2 4 9 10 3 8 4 6 8 0 3 2 10 11 5 12 6 11 9 5 5 1 1 4 5 2 5 3 0 5 3 4 3 2 2 4 4 3 1 -1 -1 18 -1 22 -1 -1 -1 -1 -1 31 -1 18 -1 -1 -1 20 36 2 4 9 10 3 8 4 6 8 0 3 2 10 11 5 12 6 11 9 5 5 1 1 4 5 2 5 3 0 5 3 4 3 2 2 4 4 3 1 19 -1 18 -1 22 -1 8 4 35 -1 31 -1 18 -1 14 10 3 4 2 4 9 10 3 8 4 6 8 0 3 2 10 11 5 12 6 11 9 5 5 1 1 4 5 2 5 3 0 5 3 4 3 2 2 4 4 3 1 19 2 18 -1 22 -1 8 4 35 3 31 -1 18 -1 14 10 -5
1 4 9 10 3 8 4 6 8 0 3 2 10 11 5 12 6 11 9 5 5 1 1 4 5 2 5 3 0 5 3 4 3 2 2 4 4 3 1 -1 -1 22 -1 -1 -1 -1 -1 -1 -1 18 -1 -1 -1 -1 -1 19 32 1 4 9 10 3 8 4 6 8 0 3 2 10 11 5 12 6 11 9 5 5 1 1 4 5 2 5 3 0 5 3 4 3 2 2 4 4 3 1 18 -1 22 -1 8 4 19 2 31 -1 18 -1 14 10 35 3 1 2 1 4 9 10 3 8 4 6 8 0 3 2 10 11 5 12 6 11 9 5 5 1 1 4 5 2 5 3 0 5 3 4 3 2 2 4 4 3 1 18 0 22 -1 8 4 19 2 31 1 18 -1 14 10 35 3 -3
